# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Oct  6 00:04:37 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN disc_telescope: Discovery Telescope
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbtper:     Epoch of Periastron [days]
# COLUMN pl_orblper:     Argument of Periastron [deg]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN sy_dist:        Distance [pc]
#
loc_rowid,pl_name,hostname,sy_snum,disc_telescope,pl_orbper,pl_orbsmax,pl_rade,pl_dens,pl_orbeccen,pl_orbincl,pl_orbtper,pl_orblper,st_rad,sy_dist
3291,Kepler-1953 b,Kepler-1953,1,0.95 m Kepler Telescope,6.24565983,0.060700,1.286,5.690000,0.000000,87.870,,,0.71,605.6310000
3292,Kepler-1954 b,Kepler-1954,1,0.95 m Kepler Telescope,5.88343000,0.062500,1.802,3.660000,0.000000,88.750,,,0.85,1373.8300000
3293,Kepler-1955 b,Kepler-1955,1,0.95 m Kepler Telescope,14.26519966,0.117000,1.167,5.850000,0.000000,89.290,,,1.29,449.3510000
3294,Kepler-1956 b,Kepler-1956,1,0.95 m Kepler Telescope,5.94371986,0.056300,1.089,5.610000,0.000000,89.540,,,0.68,360.4680000
3295,Kepler-1957 b,Kepler-1957,1,0.95 m Kepler Telescope,2.18662000,0.029900,0.944,5.160000,0.000000,82.310,,,0.77,460.8990000
3296,Kepler-1958 b,Kepler-1958,1,0.95 m Kepler Telescope,9.32861996,0.085600,2.051,3.090000,0.000000,89.960,,,0.86,1320.3800000
3297,Kepler-1959 b,Kepler-1959,1,0.95 m Kepler Telescope,6.38669014,0.061700,1.143,5.780000,0.000000,89.980,,,0.81,479.2630000
3298,Kepler-196 b,Kepler-196,1,0.95 m Kepler Telescope,20.73988600,0.138000,1.900,3.420000,0.000000,88.680,,,0.78,451.3120000
3299,Kepler-196 c,Kepler-196,1,0.95 m Kepler Telescope,47.42773700,0.240000,2.240,2.760000,0.000000,89.270,,,0.78,451.3120000
3300,Kepler-196 d,Kepler-196,1,0.95 m Kepler Telescope,122.08000180,0.448400,2.661,2.210000,0.000000,89.400,,,0.77,451.3120000
3301,Kepler-1960 b,Kepler-1960,1,0.95 m Kepler Telescope,2.29794002,0.035400,1.307,5.560000,0.000000,89.010,,,1.07,1527.5600000
3302,Kepler-1961 b,Kepler-1961,1,0.95 m Kepler Telescope,5.60471010,0.058800,1.619,4.210000,0.000000,89.140,,,0.78,1042.4500000
3303,Kepler-1962 b,Kepler-1962,1,0.95 m Kepler Telescope,7.99145985,0.078300,1.215,5.980000,0.000000,81.620,,,1.01,866.8260000
3304,Kepler-1963 b,Kepler-1963,1,0.95 m Kepler Telescope,1.96226001,0.029800,0.744,4.490000,0.000000,89.060,,,0.98,492.8470000
3305,Kepler-1964 b,Kepler-1964,1,0.95 m Kepler Telescope,2.44082999,0.032200,1.781,3.730000,0.000000,75.890,,,0.70,
3306,Kepler-1965 b,Kepler-1965,1,0.95 m Kepler Telescope,41.86869812,0.230100,1.354,5.310000,0.000000,87.730,,,0.84,521.7910000
3307,Kepler-1966 b,Kepler-1966,1,0.95 m Kepler Telescope,8.61742973,0.076300,1.105,5.660000,0.000000,89.860,,,0.84,484.6010000
3308,Kepler-1967 b,Kepler-1967,1,0.95 m Kepler Telescope,7.28169012,0.073500,0.730,4.450000,0.000000,84.960,,,1.81,249.1020000
3309,Kepler-1968 b,Kepler-1968,1,0.95 m Kepler Telescope,7.28109980,0.069600,1.500,4.660000,0.000000,89.720,,,0.79,750.9300000
3310,Kepler-1969 b,Kepler-1969,1,0.95 m Kepler Telescope,6.64752007,0.071700,1.682,4.010000,0.000000,89.470,,,1.01,1204.5400000
3311,Kepler-197 b,Kepler-197,2,0.95 m Kepler Telescope,5.59930800,0.060000,1.020,5.390000,0.020000,79.070,,,1.12,330.5750000
3312,Kepler-197 c,Kepler-197,2,0.95 m Kepler Telescope,10.34969500,0.090000,1.230,15.700000,0.080000,83.510,,,1.12,330.5750000
3313,Kepler-197 d,Kepler-197,2,0.95 m Kepler Telescope,15.67756300,0.119000,1.220,5.990000,0.030000,84.550,,,1.12,330.5750000
3314,Kepler-197 e,Kepler-197,2,0.95 m Kepler Telescope,25.20971500,0.164000,0.910,5.050000,0.380000,87.690,,,1.12,330.5750000
3315,Kepler-1972 b,Kepler-1972,1,0.95 m Kepler Telescope,7.54425000,0.076300,0.802,22.200000,0.067000,87.620,,64.9000,1.38,287.3390000
3316,Kepler-1972 c,Kepler-1972,1,0.95 m Kepler Telescope,11.32950000,0.104100,0.868,18.400000,0.043000,87.130,,-10.0000,1.38,287.3390000
3317,Kepler-1976 b,Kepler-1976,1,0.95 m Kepler Telescope,4.95931924,0.056500,12.210,,0.000000,86.150,,,1.08,1314.5100000
3318,Kepler-1977 b,Kepler-1977,1,0.95 m Kepler Telescope,4.53702121,0.048600,1.660,4.070000,0.000000,87.140,,,0.69,592.7110000
3319,Kepler-1978 b,Kepler-1978,1,0.95 m Kepler Telescope,10.84969477,0.091400,2.670,2.200000,0.000000,88.490,,,0.78,865.5120000
3320,Kepler-1979 b,Kepler-1979,1,0.95 m Kepler Telescope,18.50845260,0.138300,29.330,17.300000,0.000000,77.630,,,0.94,1076.2700000
3321,Kepler-198 b,Kepler-198,1,0.95 m Kepler Telescope,17.79003700,0.131000,2.820,2.050000,0.000000,89.660,,,0.94,495.3580000
3322,Kepler-198 c,Kepler-198,1,0.95 m Kepler Telescope,49.56741600,0.259000,2.470,2.430000,0.000000,89.060,,,0.94,495.3580000
3323,Kepler-198 d,Kepler-198,1,0.95 m Kepler Telescope,1.31184443,0.022900,1.530,4.540000,0.000000,88.780,,,0.93,495.3580000
3324,Kepler-1980 b,Kepler-1980,1,0.95 m Kepler Telescope,33.02571790,0.204900,2.210,2.810000,0.000000,89.940,,,0.99,1709.4000000
3325,Kepler-1981 b,Kepler-1981,1,0.95 m Kepler Telescope,453.54212000,1.329200,9.230,0.437000,0.000000,89.780,,,3.01,659.3950000
3326,Kepler-1982 b,Kepler-1982,1,0.95 m Kepler Telescope,3.82315697,0.051100,0.770,4.590000,0.000000,89.700,,,1.12,558.8550000
3327,Kepler-1983 b,Kepler-1983,1,0.95 m Kepler Telescope,7.32851947,0.068900,2.330,2.620000,0.000000,85.760,,,0.87,424.4280000
3328,Kepler-1984 b,Kepler-1984,1,0.95 m Kepler Telescope,1.99281234,0.023800,6.810,0.649000,0.000000,55.110,,,0.42,
3329,Kepler-1985 b,Kepler-1985,1,0.95 m Kepler Telescope,3.42064689,0.042600,2.270,2.710000,0.000000,82.030,,,0.97,
3330,Kepler-1986 b,Kepler-1986,1,0.95 m Kepler Telescope,19.54896660,0.130700,1.890,3.440000,0.000000,89.050,,,0.73,912.0850000
3331,Kepler-1987 b,Kepler-1987,1,0.95 m Kepler Telescope,2.34586300,0.031800,1.230,6.020000,0.000000,89.810,,,0.71,595.6830000
3332,Kepler-1987 c,Kepler-1987,1,0.95 m Kepler Telescope,3.64830183,0.042700,1.330,5.440000,0.000000,89.750,,,0.71,595.6830000
3333,Kepler-1987 d,Kepler-1987,1,0.95 m Kepler Telescope,5.64491415,0.057100,2.660,2.210000,0.000000,88.570,,,0.71,595.6830000
3334,Kepler-1987 e,Kepler-1987,1,0.95 m Kepler Telescope,8.74292005,0.076500,1.920,3.380000,0.000000,89.950,,,0.71,595.6830000
3335,Kepler-1988 b,Kepler-1988,1,0.95 m Kepler Telescope,11.49500229,0.103800,1.530,4.540000,0.000000,79.670,,,1.79,513.4260000
3336,Kepler-1989 b,Kepler-1989,1,0.95 m Kepler Telescope,10.16102353,0.091800,4.620,1.080000,0.000000,87.780,,,1.06,1252.1300000
3337,Kepler-199 b,Kepler-199,1,0.95 m Kepler Telescope,23.63760400,0.158000,3.110,1.800000,0.000000,89.970,,,0.97,521.0540000
3338,Kepler-199 c,Kepler-199,1,0.95 m Kepler Telescope,67.09340800,0.316000,3.250,1.700000,0.000000,88.930,,,0.97,521.0540000
3339,Kepler-1990 b,Kepler-1990,1,0.95 m Kepler Telescope,1.73513619,0.028600,3.270,1.680000,0.000000,89.570,,,1.07,392.7390000
3340,Kepler-1990 c,Kepler-1990,1,0.95 m Kepler Telescope,4.06844957,0.050400,0.980,5.280000,0.000000,86.610,,,1.07,392.7390000
3341,Kepler-1991 b,Kepler-1991,1,0.95 m Kepler Telescope,13.26079792,0.106500,1.470,4.770000,0.000000,89.510,,,1.05,855.8200000
3342,Kepler-1991 c,Kepler-1991,1,0.95 m Kepler Telescope,22.79020351,0.152800,2.570,2.310000,0.000000,89.940,,,1.05,855.8200000
3343,Kepler-1992 b,Kepler-1992,1,0.95 m Kepler Telescope,15.61122380,0.116900,0.910,5.050000,0.000000,89.030,,,0.84,532.9550000
3344,Kepler-1993 b,Kepler-1993,1,0.95 m Kepler Telescope,26.65657370,0.194300,4.150,1.240000,0.000000,88.720,,,3.06,1031.9100000
3345,Kepler-1994 b,Kepler-1994,1,0.95 m Kepler Telescope,4.61225043,0.053000,0.510,3.600000,0.000000,89.950,,,0.96,241.9910000
3346,Kepler-1995 b,Kepler-1995,1,0.95 m Kepler Telescope,73.75788750,0.325900,4.280,1.180000,0.000000,89.740,,,0.93,595.3310000
3347,Kepler-1996 b,Kepler-1996,1,0.95 m Kepler Telescope,32.37618300,0.178900,2.260,2.730000,0.000000,88.180,,,0.68,440.5610000
3348,Kepler-1996 c,Kepler-1996,1,0.95 m Kepler Telescope,92.72972480,0.360800,2.810,2.060000,0.000000,89.190,,,0.68,440.5610000
3349,Kepler-1997 b,Kepler-1997,1,0.95 m Kepler Telescope,26.75758660,0.181500,2.280,2.700000,0.000000,89.290,,,1.05,1502.3400000
3350,Kepler-1998 b,Kepler-1998,1,0.95 m Kepler Telescope,3.03267135,0.040500,0.600,3.970000,0.000000,88.930,,,0.92,340.9650000
3351,Kepler-1999 b,Kepler-1999,1,0.95 m Kepler Telescope,8.73967580,0.071300,3.290,1.670000,0.000000,82.590,,,0.63,701.2550000
3352,Kepler-20 b,Kepler-20,2,0.95 m Kepler Telescope,3.69610490,0.045650,1.773,9.400000,0.083000,87.360,,,0.92,282.5630000
3353,Kepler-20 c,Kepler-20,2,0.95 m Kepler Telescope,10.85407740,0.093600,2.894,2.510000,0.076000,89.815,,,0.92,282.5630000
3354,Kepler-20 d,Kepler-20,2,0.95 m Kepler Telescope,77.61145500,0.347400,2.606,4.100000,0.082000,89.708,,,0.92,282.5630000
3355,Kepler-20 e,Kepler-20,2,0.95 m Kepler Telescope,6.09848820,0.063700,0.821,7.500000,0.092000,87.630,,,0.92,282.5630000
3356,Kepler-20 f,Kepler-20,2,0.95 m Kepler Telescope,19.57832800,0.138700,0.952,8.400000,0.094000,88.788,,,0.92,282.5630000
3357,Kepler-20 g,Kepler-20,2,Multiple Telescopes,34.94000000,0.205500,4.710,1.050000,0.150000,,,,0.96,282.5630000
3358,Kepler-200 b,Kepler-200,1,0.95 m Kepler Telescope,8.59480500,0.080000,2.130,2.950000,0.000000,87.840,,,0.94,665.9120000
3359,Kepler-200 c,Kepler-200,1,0.95 m Kepler Telescope,10.22215700,0.090000,1.590,4.310000,0.000000,88.230,,,0.94,665.9120000
3360,Kepler-2000 b,Kepler-2000,1,0.95 m Kepler Telescope,6.38315913,0.056200,2.730,2.130000,0.000000,89.610,,,0.58,320.5880000
3361,Kepler-2000 c,Kepler-2000,1,0.95 m Kepler Telescope,20.61803480,0.122800,1.570,4.390000,0.000000,89.820,,,0.58,320.5880000
3362,Kepler-2001 b,Kepler-2001,1,0.95 m Kepler Telescope,1.09001100,0.019700,1.040,5.470000,0.000000,83.710,,,0.77,776.5500000
3363,Kepler-2001 c,Kepler-2001,1,0.95 m Kepler Telescope,14.09258319,0.108400,1.820,3.620000,0.000000,88.450,,,0.77,776.5500000
3364,Kepler-201 b,Kepler-201,1,0.95 m Kepler Telescope,25.67208300,0.175000,2.460,2.440000,0.000000,87.200,,,1.23,636.4450000
3365,Kepler-201 c,Kepler-201,1,0.95 m Kepler Telescope,151.88405800,0.573000,2.850,2.020000,0.000000,89.270,,,1.23,636.4450000
3366,Kepler-202 b,Kepler-202,1,0.95 m Kepler Telescope,4.06942700,0.045000,1.630,4.170000,0.000000,89.620,,,0.67,285.1110000
3367,Kepler-202 c,Kepler-202,1,0.95 m Kepler Telescope,16.28249300,0.113000,1.850,3.540000,0.000000,89.460,,,0.67,285.1110000
3368,Kepler-203 b,Kepler-203,1,0.95 m Kepler Telescope,3.16269700,0.043000,2.570,2.310000,0.000000,85.470,,,1.11,703.3020000
3369,Kepler-203 c,Kepler-203,1,0.95 m Kepler Telescope,5.37064700,0.061000,2.470,273.000000,0.000000,87.460,,,1.11,703.3020000
3370,Kepler-203 d,Kepler-203,1,0.95 m Kepler Telescope,11.32972000,0.100000,1.440,62.400000,0.000000,89.910,,,1.11,703.3020000
3371,Kepler-204 b,Kepler-204,1,0.95 m Kepler Telescope,14.40097400,0.117000,2.530,2.350000,0.000000,86.440,,,1.24,686.7230000
3372,Kepler-204 c,Kepler-204,1,0.95 m Kepler Telescope,25.66059300,0.173000,1.790,3.700000,0.000000,87.880,,,1.24,686.7230000
3373,Kepler-205 b,Kepler-205,1,0.95 m Kepler Telescope,2.75564000,0.032000,1.510,4.610000,0.000000,85.060,,,0.55,159.7200000
3374,Kepler-205 c,Kepler-205,1,0.95 m Kepler Telescope,20.30654600,0.122000,1.640,4.150000,0.000000,89.000,,,0.55,159.7200000
3375,Kepler-206 b,Kepler-206,1,0.95 m Kepler Telescope,7.78198700,0.078000,1.200,5.950000,0.000000,84.820,,,1.19,594.4470000
3376,Kepler-206 c,Kepler-206,1,0.95 m Kepler Telescope,13.13747100,0.111000,1.770,3.750000,0.000000,86.450,,,1.19,594.4470000
3377,Kepler-206 d,Kepler-206,1,0.95 m Kepler Telescope,23.44281000,0.163000,1.190,5.900000,0.000000,85.830,,,1.19,594.4470000
3378,Kepler-207 b,Kepler-207,1,0.95 m Kepler Telescope,1.61186500,0.029000,1.570,4.390000,0.000000,73.170,,,1.59,875.5190000
3379,Kepler-207 c,Kepler-207,1,0.95 m Kepler Telescope,3.07157100,0.044000,1.500,4.660000,0.000000,74.560,,,1.59,875.5190000
3380,Kepler-207 d,Kepler-207,1,0.95 m Kepler Telescope,5.86807500,0.068000,3.310,1.670000,0.000000,83.380,,,1.59,875.5190000
3381,Kepler-208 b,Kepler-208,1,0.95 m Kepler Telescope,4.22864000,0.054000,1.630,4.170000,0.000000,89.940,,,1.31,775.3280000
3382,Kepler-208 c,Kepler-208,1,0.95 m Kepler Telescope,7.46662300,0.079000,1.390,5.140000,0.000000,88.980,,,1.31,775.3280000
3383,Kepler-208 d,Kepler-208,1,0.95 m Kepler Telescope,11.13178600,0.103000,1.200,5.950000,0.000000,89.020,,,1.31,775.3280000
3384,Kepler-208 e,Kepler-208,1,0.95 m Kepler Telescope,16.25945800,0.132000,1.480,4.730000,0.000000,89.290,,,1.31,775.3280000
3385,Kepler-209 b,Kepler-209,1,0.95 m Kepler Telescope,16.08784500,0.122000,2.260,2.730000,0.000000,88.050,,,0.94,576.9460000
3386,Kepler-209 c,Kepler-209,1,0.95 m Kepler Telescope,41.74988200,0.231000,3.100,1.810000,0.000000,89.770,,,0.94,576.9460000
3387,Kepler-21 b,Kepler-21,2,0.95 m Kepler Telescope,2.78582120,0.043400,1.639,9.300000,0.000000,83.200,2456797.900000,-15.0000,1.90,108.5220000
3388,Kepler-210 b,Kepler-210,1,0.95 m Kepler Telescope,2.45323400,0.032000,2.940,1.940000,0.000000,77.860,,,0.65,232.7500000
3389,Kepler-210 c,Kepler-210,1,0.95 m Kepler Telescope,7.97251300,0.070000,3.620,1.480000,0.000000,85.730,,,0.65,232.7500000
3390,Kepler-211 b,Kepler-211,1,0.95 m Kepler Telescope,4.13857500,0.048000,1.260,5.850000,0.000000,89.230,,,0.82,309.3530000
3391,Kepler-211 c,Kepler-211,1,0.95 m Kepler Telescope,6.04045000,0.062000,1.290,46.800000,0.000000,88.580,,,0.82,309.3530000
3392,Kepler-212 b,Kepler-212,1,0.95 m Kepler Telescope,16.25758200,0.133000,1.090,5.600000,0.000000,89.610,,,1.46,687.1940000
3393,Kepler-212 c,Kepler-212,1,0.95 m Kepler Telescope,31.80517400,0.207000,2.740,2.120000,0.000000,86.650,,,1.46,687.1940000
3394,Kepler-213 b,Kepler-213,1,0.95 m Kepler Telescope,2.46236000,0.036000,1.620,4.210000,0.000000,89.720,,,1.20,634.9390000
3395,Kepler-213 c,Kepler-213,1,0.95 m Kepler Telescope,4.82296200,0.057000,2.340,2.610000,0.000000,87.560,,,1.20,634.9390000
3396,Kepler-214 b,Kepler-214,1,0.95 m Kepler Telescope,15.66054400,0.130000,2.610,2.260000,0.000000,89.170,,,1.35,1208.4400000
3397,Kepler-214 c,Kepler-214,1,0.95 m Kepler Telescope,28.77980000,0.194000,2.130,2.950000,0.000000,86.150,,,1.35,1208.4400000
3398,Kepler-215 b,Kepler-215,1,0.95 m Kepler Telescope,9.36067200,0.084000,1.620,4.210000,0.000000,86.690,,,1.03,485.9970000
3399,Kepler-215 c,Kepler-215,1,0.95 m Kepler Telescope,14.66710800,0.113000,1.770,3.750000,0.000000,88.610,,,1.03,485.9970000
3400,Kepler-215 d,Kepler-215,1,0.95 m Kepler Telescope,30.86442300,0.185000,2.390,9.500000,0.000000,88.930,,,1.03,485.9970000
3401,Kepler-215 e,Kepler-215,1,0.95 m Kepler Telescope,68.16101000,0.314000,1.750,3.800000,0.000000,89.680,,,1.03,485.9970000
3402,Kepler-216 b,Kepler-216,1,0.95 m Kepler Telescope,7.69364100,0.079000,2.350,2.590000,0.000000,88.110,,,1.26,1187.4700000
3403,Kepler-216 c,Kepler-216,1,0.95 m Kepler Telescope,17.40666900,0.136000,3.040,1.850000,0.000000,89.940,,,1.26,1187.4700000
3404,Kepler-217 b,Kepler-217,1,0.95 m Kepler Telescope,5.37494300,0.065000,2.230,2.770000,0.000000,88.730,,,1.80,1104.6400000
3405,Kepler-217 c,Kepler-217,1,0.95 m Kepler Telescope,8.58600400,0.089000,1.850,3.540000,0.000000,86.960,,,1.80,1104.6400000
3406,Kepler-217 d,Kepler-217,1,0.95 m Kepler Telescope,3.88689525,0.050500,1.320,5.500000,0.000000,89.750,,,1.76,1104.6400000
3407,Kepler-218 b,Kepler-218,1,0.95 m Kepler Telescope,3.61933700,0.046000,1.480,4.730000,0.000000,89.270,,,1.06,656.3800000
3408,Kepler-218 c,Kepler-218,1,0.95 m Kepler Telescope,44.69957600,0.248000,3.140,1.770000,0.000000,89.460,,,1.06,656.3800000
3409,Kepler-218 d,Kepler-218,1,0.95 m Kepler Telescope,124.52446470,0.486500,2.660,2.210000,0.000000,90.000,,,1.02,656.3800000
3410,Kepler-219 b,Kepler-219,1,0.95 m Kepler Telescope,4.58551200,0.057000,2.950,1.930000,0.000000,82.380,,,1.49,787.0700000
3411,Kepler-219 c,Kepler-219,1,0.95 m Kepler Telescope,22.71461300,0.165000,3.580,1.500000,0.000000,87.360,,,1.49,787.0700000
3412,Kepler-219 d,Kepler-219,1,0.95 m Kepler Telescope,47.90364500,0.272000,2.810,4.730000,0.000000,88.020,,,1.49,787.0700000
3413,Kepler-22 b,Kepler-22,1,0.95 m Kepler Telescope,289.86387600,0.812000,2.100,5.200000,0.720000,89.764,,,0.87,194.6420000
3414,Kepler-220 b,Kepler-220,1,0.95 m Kepler Telescope,4.15980700,0.046000,0.810,4.730000,0.000000,87.370,,,0.67,171.1090000
3415,Kepler-220 c,Kepler-220,1,0.95 m Kepler Telescope,9.03419900,0.076000,1.570,4.390000,0.000000,88.120,,,0.67,171.1090000
3416,Kepler-220 d,Kepler-220,1,0.95 m Kepler Telescope,28.12239700,0.163000,0.980,5.280000,0.000000,89.340,,,0.67,171.1090000
3417,Kepler-220 e,Kepler-220,1,0.95 m Kepler Telescope,45.90273300,0.226000,1.330,5.440000,0.000000,89.740,,,0.67,171.1090000
3418,Kepler-221 b,Kepler-221,1,0.95 m Kepler Telescope,2.79590600,0.037000,1.710,3.920000,0.000000,85.580,,,0.82,385.2310000
3419,Kepler-221 c,Kepler-221,1,0.95 m Kepler Telescope,5.69058600,0.059000,2.930,3.300000,0.000000,87.760,,,0.82,385.2310000
3420,Kepler-221 d,Kepler-221,1,0.95 m Kepler Telescope,10.04156000,0.087000,2.730,2.130000,0.000000,87.800,,,0.82,385.2310000
3421,Kepler-221 e,Kepler-221,1,0.95 m Kepler Telescope,18.36991700,0.130000,2.630,2.240000,0.000000,87.370,,,0.82,385.2310000
3422,Kepler-222 b,Kepler-222,1,0.95 m Kepler Telescope,3.93698100,0.048000,3.160,1.760000,0.000000,85.630,,,0.87,758.8540000
3423,Kepler-222 c,Kepler-222,1,0.95 m Kepler Telescope,10.08881000,0.091000,4.640,1.070000,0.000000,87.600,,,0.87,758.8540000
3424,Kepler-222 d,Kepler-222,1,0.95 m Kepler Telescope,28.08191200,0.180000,3.690,1.440000,0.000000,89.460,,,0.87,758.8540000
3425,Kepler-223 b,Kepler-223,1,0.95 m Kepler Telescope,7.38449000,0.075600,2.990,1.540000,0.078000,90.000,,,1.72,1859.7100000
3426,Kepler-223 c,Kepler-223,1,0.95 m Kepler Telescope,9.84564000,0.091600,3.440,0.710000,0.150000,90.000,,,1.72,1859.7100000
3427,Kepler-223 d,Kepler-223,1,0.95 m Kepler Telescope,14.78869000,0.120100,5.240,0.310000,0.037000,87.940,,,1.72,1859.7100000
3428,Kepler-223 e,Kepler-223,1,0.95 m Kepler Telescope,19.72567000,0.145500,4.600,0.280000,0.051000,88.000,,,1.72,1859.7100000
3429,Kepler-224 b,Kepler-224,1,0.95 m Kepler Telescope,3.13292400,0.038000,1.390,5.140000,0.000000,89.290,,,0.68,782.0880000
3430,Kepler-224 c,Kepler-224,1,0.95 m Kepler Telescope,5.92500300,0.058000,3.120,1.790000,0.000000,84.900,,,0.68,782.0880000
3431,Kepler-224 d,Kepler-224,1,0.95 m Kepler Telescope,11.34939300,0.089000,2.300,2.660000,0.000000,89.140,,,0.68,782.0880000
3432,Kepler-224 e,Kepler-224,1,0.95 m Kepler Telescope,18.64357700,0.124000,1.970,3.260000,0.000000,89.150,,,0.68,782.0880000
3433,Kepler-225 b,Kepler-225,1,0.95 m Kepler Telescope,6.73897500,0.056000,1.200,5.950000,0.000000,89.870,,,0.48,561.1010000
3434,Kepler-225 c,Kepler-225,1,0.95 m Kepler Telescope,18.79423400,0.111000,1.840,3.560000,0.000000,89.520,,,0.48,561.1010000
3435,Kepler-226 b,Kepler-226,1,0.95 m Kepler Telescope,3.94099700,0.047000,1.550,35.400000,0.000000,88.880,,,0.80,980.1380000
3436,Kepler-226 c,Kepler-226,1,0.95 m Kepler Telescope,5.34955500,0.058000,2.270,21.200000,0.000000,89.620,,,0.80,980.1380000
3437,Kepler-226 d,Kepler-226,1,0.95 m Kepler Telescope,8.10904400,0.076000,1.220,5.990000,0.000000,89.920,,,0.80,980.1380000
3438,Kepler-227 b,Kepler-227,1,0.95 m Kepler Telescope,9.48801500,0.090000,3.110,1.800000,0.000000,89.660,,,1.09,1083.0600000
3439,Kepler-227 c,Kepler-227,1,0.95 m Kepler Telescope,54.41869400,0.290000,3.040,1.850000,0.000000,89.570,,,1.09,1083.0600000
3440,Kepler-228 b,Kepler-228,1,0.95 m Kepler Telescope,2.56654600,0.038000,1.530,4.540000,0.000000,82.170,,,1.01,1644.6100000
3441,Kepler-228 c,Kepler-228,1,0.95 m Kepler Telescope,4.13444400,0.052000,2.700,2.160000,0.000000,83.720,,,1.01,1644.6100000
3442,Kepler-228 d,Kepler-228,1,0.95 m Kepler Telescope,11.09428600,0.101000,4.040,1.280000,0.000000,88.110,,,1.01,1644.6100000
3443,Kepler-229 b,Kepler-229,1,0.95 m Kepler Telescope,6.25297200,0.062000,2.200,2.830000,0.000000,89.680,,,0.73,826.2650000
3444,Kepler-229 c,Kepler-229,1,0.95 m Kepler Telescope,16.06863800,0.117000,4.920,0.992000,0.000000,89.920,,,0.73,826.2650000
3445,Kepler-229 d,Kepler-229,1,0.95 m Kepler Telescope,41.19491200,0.220000,3.850,1.370000,0.000000,89.960,,,0.73,826.2650000
3446,Kepler-23 b,Kepler-23,1,0.95 m Kepler Telescope,7.10000000,0.073300,1.638,3.186870,0.017000,89.570,,,1.55,835.7560000
3447,Kepler-23 c,Kepler-23,1,0.95 m Kepler Telescope,10.74000000,0.096500,3.005,1.576894,0.021000,89.860,,,1.55,835.7560000
3448,Kepler-23 d,Kepler-23,1,0.95 m Kepler Telescope,15.27000000,0.122000,2.206,2.260583,0.010000,89.540,,,1.55,835.7560000
3449,Kepler-230 b,Kepler-230,1,0.95 m Kepler Telescope,32.62555500,0.191000,4.260,1.190000,0.000000,89.980,,,0.82,740.7540000
3450,Kepler-230 c,Kepler-230,1,0.95 m Kepler Telescope,91.77324200,0.380000,2.040,3.120000,0.000000,89.610,,,0.82,740.7540000
3451,Kepler-231 b,Kepler-231,1,0.95 m Kepler Telescope,10.06527500,0.074000,1.730,37.600000,0.000000,89.220,,,0.49,316.6180000
3452,Kepler-231 c,Kepler-231,1,0.95 m Kepler Telescope,19.27156600,0.114000,1.930,18.400000,0.000000,89.970,,,0.49,316.6180000
3453,Kepler-232 b,Kepler-232,1,0.95 m Kepler Telescope,4.43122200,0.054000,3.080,1.820000,0.000000,87.720,,,0.97,1349.1300000
3454,Kepler-232 c,Kepler-232,1,0.95 m Kepler Telescope,11.37934900,0.101000,3.830,1.370000,0.000000,86.800,,,0.97,1349.1300000
3455,Kepler-233 b,Kepler-233,1,0.95 m Kepler Telescope,8.47238200,0.077000,2.430,2.480000,0.000000,89.950,,,0.76,856.4170000
3456,Kepler-233 c,Kepler-233,1,0.95 m Kepler Telescope,60.41895500,0.287000,2.710,2.150000,0.000000,89.940,,,0.76,856.4170000
3457,Kepler-234 b,Kepler-234,1,0.95 m Kepler Telescope,2.71150600,0.040000,3.700,1.430000,0.000000,89.810,,,1.11,1733.1000000
3458,Kepler-234 c,Kepler-234,1,0.95 m Kepler Telescope,7.21205000,0.077000,3.510,1.540000,0.000000,89.950,,,1.11,1733.1000000
3459,Kepler-235 b,Kepler-235,1,0.95 m Kepler Telescope,3.34022200,0.037000,2.230,2.770000,0.000000,89.470,,,0.55,428.0180000
3460,Kepler-235 c,Kepler-235,1,0.95 m Kepler Telescope,7.82490400,0.065000,1.280,5.710000,0.000000,89.160,,,0.55,428.0180000
3461,Kepler-235 d,Kepler-235,1,0.95 m Kepler Telescope,20.06054800,0.122000,2.050,3.100000,0.000000,89.576,,,0.55,428.0180000
3462,Kepler-235 e,Kepler-235,1,0.95 m Kepler Telescope,46.18366900,0.213000,2.220,2.790000,0.000000,89.997,,,0.55,428.0180000
3463,Kepler-236 b,Kepler-236,1,0.95 m Kepler Telescope,8.29561100,0.065000,1.570,4.390000,0.000000,87.950,,,0.51,288.7630000
3464,Kepler-236 c,Kepler-236,1,0.95 m Kepler Telescope,23.96812700,0.132000,2.000,3.200000,0.000000,89.470,,,0.51,288.7630000
3465,Kepler-237 b,Kepler-237,1,0.95 m Kepler Telescope,4.71510600,0.050000,1.410,5.040000,0.000000,88.960,,,0.72,657.8220000
